"# The PX4_Firmware is root"

Requirement ID,Requirement Specification,Rule,Parent Feature,Children Features,Source of Requirement
"PX4-drivers-8.2.4","The Publisher_Support may select CYPHAL_UORB_ACTUATOR_OUTPUTS_PUBLISHER","R3","Publisher_Support","CYPHAL_UORB_ACTUATOR_OUTPUTS_PUBLISHER",""
"PX4-drivers-8.2.5","The Publisher_Support may select CYPHAL_UORB_SENSOR_GPS_PUBLISHER","R3","Publisher_Support","CYPHAL_UORB_SENSOR_GPS_PUBLISHER",""
"PX4-drivers-8.3","The DRIVERS_CYPHAL may select Subscriber_Support","R3","DRIVERS_CYPHAL","Subscriber_Support",""
"PX4-drivers-8.3.1","The Subscriber_Support may select CYPHAL_ESC_SUBSCRIBER","R3","Subscriber_Support","CYPHAL_ESC_SUBSCRIBER",""
"PX4-drivers-8.3.2","The Subscriber_Support may select CYPHAL_GNSS_SUBSCRIBER_0","R3","Subscriber_Support","CYPHAL_GNSS_SUBSCRIBER_0",""
"PX4-drivers-8.3.3","The Subscriber_Support may select CYPHAL_GNSS_SUBSCRIBER_1","R3","Subscriber_Support","CYPHAL_GNSS_SUBSCRIBER_1",""
"PX4-drivers-8.3.4","The Subscriber_Support may select CYPHAL_BMS_SUBSCRIBER","R3","Subscriber_Support","CYPHAL_BMS_SUBSCRIBER",""
"PX4-drivers-8.3.5","The Subscriber_Support may select CYPHAL_UORB_SENSOR_GPS_SUBSCRIBER","R3","Subscriber_Support","CYPHAL_UORB_SENSOR_GPS_SUBSCRIBER",""
"PX4-drivers-8.4","The DRIVERS_CYPHAL may select Advertised_Services","R3","DRIVERS_CYPHAL","Advertised_Services",""
"PX4-drivers-8.4.1","The Advertised_Services may select CYPHAL_GETINFO_RESPONDER","R3","Advertised_Services","CYPHAL_GETINFO_RESPONDER",""
"PX4-drivers-8.4.2","The Advertised_Services may select CYPHAL_EXECUTECOMMAND_RESPONDER","R3","Advertised_Services","CYPHAL_EXECUTECOMMAND_RESPONDER",""
"PX4-drivers-8.5","The DRIVERS_CYPHAL may select Service_Invokers","R3","DRIVERS_CYPHAL","Service_Invokers",""
"PX4-drivers-9","The PX4_Drivers may select Differential_Pressure","R3","PX4_Drivers","Differential_Pressure",""
"PX4-drivers-9.1","The Differential_Pressure may select COMMON_DIFFERENTIAL_PRESSURE","R3","Differential_Pressure","COMMON_DIFFERENTIAL_PRESSURE",""
"PX4-drivers-9.2","The Differential_Pressure may select DRIVERS_DIFFERENTIAL_PRESSURE_ASP5033","R3","Differential_Pressure","DRIVERS_DIFFERENTIAL_PRESSURE_ASP5033",""
"PX4-drivers-9.3","The Differential_Pressure may select DRIVERS_DIFFERENTIAL_PRESSURE_ETS","R3","Differential_Pressure","DRIVERS_DIFFERENTIAL_PRESSURE_ETS",""
"PX4-drivers-9.4","The Differential_Pressure may select DRIVERS_DIFFERENTIAL_PRESSURE_MS4515","R3","Differential_Pressure","DRIVERS_DIFFERENTIAL_PRESSURE_MS4515",""
"PX4-drivers-9.5","The Differential_Pressure may select DRIVERS_DIFFERENTIAL_PRESSURE_MS4525DO","R3","Differential_Pressure","DRIVERS_DIFFERENTIAL_PRESSURE_MS4525DO",""
"PX4-drivers-9.6","The Differential_Pressure may select DRIVERS_DIFFERENTIAL_PRESSURE_MS5525DSO","R3","Differential_Pressure","DRIVERS_DIFFERENTIAL_PRESSURE_MS5525DSO",""
"PX4-drivers-9.7","The Differential_Pressure may select DRIVERS_DIFFERENTIAL_PRESSURE_SDP3X","R3","Differential_Pressure","DRIVERS_DIFFERENTIAL_PRESSURE_SDP3X",""
"PX4-drivers-10","The PX4_Drivers may select Distance_Sensors","R3","PX4_Drivers","Distance_Sensors",""
"PX4-drivers-10.1","The Distance_Sensors may select COMMON_DISTANCE_SENSOR","R3","Distance_Sensors","COMMON_DISTANCE_SENSOR",""
"PX4-drivers-10.2","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_BROADCOM_AFBRS50","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_BROADCOM_AFBRS50",""
"PX4-drivers-10.3","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_CM8JL65","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_CM8JL65",""
"PX4-drivers-10.4","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_GY_US42","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_GY_US42",""
"PX4-drivers-10.5","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_LEDDAR_ONE","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_LEDDAR_ONE",""
"PX4-drivers-10.6","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_LIGHTWARE_LASER_I2C","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_LIGHTWARE_LASER_I2C",""
"PX4-drivers-10.7","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_LIGHTWARE_LASER_SERIAL","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_LIGHTWARE_LASER_SERIAL",""
"PX4-drivers-10.8","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_LIGHTWARE_SF45_SERIAL","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_LIGHTWARE_SF45_SERIAL",""
"PX4-drivers-10.9","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_LL40LS","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_LL40LS",""
"PX4-drivers-10.10","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_LL40LS_PWM","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_LL40LS_PWM",""
"PX4-drivers-10.11","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_MAPPYDOT","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_MAPPYDOT",""
"PX4-drivers-10.12","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_MB12XX","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_MB12XX",""
"PX4-drivers-10.13","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_PGA460","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_PGA460",""
"PX4-drivers-10.14","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_SRF02","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_SRF02",""
"PX4-drivers-10.15","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_SRF05","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_SRF05",""
"PX4-drivers-10.16","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_TERARANGER","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_TERARANGER",""
"PX4-drivers-10.17","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_TF02PRO","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_TF02PRO",""
"PX4-drivers-10.18","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_TFMINI","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_TFMINI",""
"PX4-drivers-10.19","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_ULANDING_RADAR","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_ULANDING_RADAR",""
"PX4-drivers-10.20","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_VL53L0X","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_VL53L0X",""
"PX4-drivers-10.21","The Distance_Sensors may select DRIVERS_DISTANCE_SENSOR_VL53L1X","R3","Distance_Sensors","DRIVERS_DISTANCE_SENSOR_VL53L1X",""
"PX4-drivers-11","The PX4_Drivers may select DRIVERS_DSHOT","R3","PX4_Drivers","DRIVERS_DSHOT",""
"PX4-drivers-12","The PX4_Drivers may select GPIO","R3","PX4_Drivers","GPIO",""
"PX4-drivers-12.1","The GPIO shall select COMMON_GPIO","R3","GPIO","COMMON_GPIO",""
"PX4-drivers-12.2","The GPIO shall select DRIVERS_GPIO_MCP23009","R3","GPIO","DRIVERS_GPIO_MCP23009",""
"PX4-drivers-13","The PX4_Drivers may select DRIVERS_GPS","R3","PX4_Drivers","DRIVERS_GPS",""
"PX4-drivers-13.1","The DRIVERS_GPS may select USER_GPS","R3","DRIVERS_GPS","USER_GPS",""
"PX4-drivers-14","The PX4_Drivers may select DRIVERS_HEATER","R3","PX4_Drivers","DRIVERS_HEATER",""
"PX4-drivers-15","The PX4_Drivers may select Hygrometers","R3","PX4_Drivers","Hygrometers",""
"PX4-drivers-15.1","The Hygrometers may select COMMON_HYGROMETERS","R3","Hygrometers","COMMON_HYGROMETERS",""
"PX4-drivers-15.2","The Hygrometers may select DRIVERS_HYGROMETER_SHT3x","R3","Hygrometers","DRIVERS_HYGROMETER_SHT3x",""
"PX4-drivers-16","The PX4_Drivers may select IMU","R3","PX4_Drivers","IMU",""
"PX4-drivers-16.1","The IMU may select COMMON_IMU","R3","IMU","COMMON_IMU",""
"PX4-drivers-16.2","The IMU may select IMU_Analog_Devices","R3","IMU","IMU_Analog_Devices",""
"PX4-drivers-16.2.1","The IMU_Analog_Devices may select DRIVERS_IMU_ANALOG_DEVICES_ADIS16448","R3","IMU_Analog_Devices","DRIVERS_IMU_ANALOG_DEVICES_ADIS16448",""
"PX4-drivers-16.2.2","The IMU_Analog_Devices may select DRIVERS_IMU_ANALOG_DEVICES_ADIS16470","R3","IMU_Analog_Devices","DRIVERS_IMU_ANALOG_DEVICES_ADIS16470",""
"PX4-drivers-16.2.3","The IMU_Analog_Devices may select DRIVERS_IMU_ANALOG_DEVICES_ADIS16477","R3","IMU_Analog_Devices","DRIVERS_IMU_ANALOG_DEVICES_ADIS16477",""
"PX4-drivers-16.2.4","The IMU_Analog_Devices may select DRIVERS_IMU_ANALOG_DEVICES_ADIS16497","R3","IMU_Analog_Devices","DRIVERS_IMU_ANALOG_DEVICES_ADIS16497",""
"PX4-drivers-16.2.5","The IMU_Analog_Devices may select DRIVERS_IMU_ANALOG_DEVICES_ADIS16507","R3","IMU_Analog_Devices","DRIVERS_IMU_ANALOG_DEVICES_ADIS16507",""
"PX4-drivers-16.3","The IMU may select IMU_Bosch","R3","IMU","IMU_Bosch",""
"PX4-drivers-16.3.1","The IMU_Bosch may select DRIVERS_IMU_BOSCH_BMI055","R3","IMU_Bosch","DRIVERS_IMU_BOSCH_BMI055",""
"PX4-drivers-16.3.2","The IMU_Bosch may select DRIVERS_IMU_BOSCH_BMI085","R3","IMU_Bosch","DRIVERS_IMU_BOSCH_BMI085",""
"PX4-drivers-16.3.3","The IMU_Bosch may select DRIVERS_IMU_BOSCH_BMI088","R3","IMU_Bosch","DRIVERS_IMU_BOSCH_BMI088",""
"PX4-drivers-16.3.4","The IMU_Bosch may select DRIVERS_IMU_BOSCH_BMI088_I2C","R3","IMU_Bosch","DRIVERS_IMU_BOSCH_BMI088_I2C",""
"PX4-drivers-16.3.5","The IMU_Bosch may select DRIVERS_IMU_BOSCH_BMI270","R3","IMU_Bosch","DRIVERS_IMU_BOSCH_BMI270",""
"PX4-drivers-16.4","The IMU may select IMU_Invensense","R3","IMU","IMU_Invensense",""
"PX4-drivers-16.4.1","The IMU_Invensense may select DRIVERS_IMU_INVENSENSE_IAM20680HP","R3","IMU_Invensense","DRIVERS_IMU_INVENSENSE_IAM20680HP",""
"PX4-drivers-16.4.2","The IMU_Invensense may select DRIVERS_IMU_INVENSENSE_ICM20602","R3","IMU_Invensense","DRIVERS_IMU_INVENSENSE_ICM20602",""
"PX4-drivers-16.4.3","The IMU_Invensense may select DRIVERS_IMU_INVENSENSE_ICM20608G","R3","IMU_Invensense","DRIVERS_IMU_INVENSENSE_ICM20608G",""
"PX4-drivers-16.4.4","The IMU_Invensense may select DRIVERS_IMU_INVENSENSE_ICM20649","R3","IMU_Invensense","DRIVERS_IMU_INVENSENSE_ICM20649",""
"PX4-drivers-16.4.5","The IMU_Invensense may select DRIVERS_IMU_INVENSENSE_ICM20689","R3","IMU_Invensense","DRIVERS_IMU_INVENSENSE_ICM20689",""
"PX4-drivers-16.4.6","The IMU_Invensense may select DRIVERS_IMU_INVENSENSE_ICM20948","R3","IMU_Invensense","DRIVERS_IMU_INVENSENSE_ICM20948",""
"PX4-drivers-16.4.7","The IMU_Invensense may select DRIVERS_IMU_INVENSENSE_ICM40609D","R3","IMU_Invensense","DRIVERS_IMU_INVENSENSE_ICM40609D",""
"PX4-drivers-16.4.8","The IMU_Invensense may select DRIVERS_IMU_INVENSENSE_ICM42605","R3","IMU_Invensense","DRIVERS_IMU_INVENSENSE_ICM42605",""
"PX4-drivers-16.4.9","The IMU_Invensense may select DRIVERS_IMU_INVENSENSE_ICM42670P","R3","IMU_Invensense","DRIVERS_IMU_INVENSENSE_ICM42670P",""
"PX4-drivers-16.4.10","The IMU_Invensense may select DRIVERS_IMU_INVENSENSE_ICM42688P","R3","IMU_Invensense","DRIVERS_IMU_INVENSENSE_ICM42688P",""
"PX4-drivers-16.4.11","The IMU_Invensense may select DRIVERS_IMU_INVENSENSE_ICM45686","R3","IMU_Invensense","DRIVERS_IMU_INVENSENSE_ICM45686",""
"PX4-drivers-16.4.12","The IMU_Invensense may select DRIVERS_IMU_INVENSENSE_IIM42652","R3","IMU_Invensense","DRIVERS_IMU_INVENSENSE_IIM42652",""
"PX4-drivers-16.4.13","The IMU_Invensense may select DRIVERS_IMU_INVENSENSE_IIM42653","R3","IMU_Invensense","DRIVERS_IMU_INVENSENSE_IIM42653",""
"PX4-drivers-16.4.14","The IMU_Invensense may select DRIVERS_IMU_INVENSENSE_MPU6000","R3","IMU_Invensense","DRIVERS_IMU_INVENSENSE_MPU6000",""
"PX4-drivers-16.4.15","The IMU_Invensense may select DRIVERS_IMU_INVENSENSE_MPU6500","R3","IMU_Invensense","DRIVERS_IMU_INVENSENSE_MPU6500",""
"PX4-drivers-16.4.16","The IMU_Invensense may select DRIVERS_IMU_INVENSENSE_MPU9250","R3","IMU_Invensense","DRIVERS_IMU_INVENSENSE_MPU9250",""
"PX4-drivers-16.5","The IMU may select IMU_NXP","R3","IMU","IMU_NXP",""
"PX4-drivers-16.5.1","The IMU_NXP may select DRIVERS_IMU_NXP_FXAS21002C","R3","IMU_NXP","DRIVERS_IMU_NXP_FXAS21002C",""
"PX4-drivers-16.5.2","The IMU_NXP may select DRIVERS_IMU_NXP_FXOS8701CQ","R3","IMU_NXP","DRIVERS_IMU_NXP_FXOS8701CQ",""
"PX4-drivers-16.6","The IMU may select IMU_ST","R3","IMU","IMU_ST",""
"PX4-drivers-16.6.1","The IMU_ST may select DRIVERS_IMU_ST_L3GD20","R3","IMU_ST","DRIVERS_IMU_ST_L3GD20",""
"PX4-drivers-16.6.2","The IMU_ST may select DRIVERS_IMU_ST_LSM303D","R3","IMU_ST","DRIVERS_IMU_ST_LSM303D",""
"PX4-drivers-16.6.3","The IMU_ST may select DRIVERS_IMU_ST_LSM9DS1","R3","IMU_ST","DRIVERS_IMU_ST_LSM9DS1",""
"PX4-drivers-17","The PX4_Drivers shall select Inertial_Navigation_Systems","R3","PX4_Drivers","Inertial_Navigation_Systems",""
"PX4-drivers-17.1","The Inertial_Navigation_Systems may select COMMON_INS","R3","Inertial_Navigation_Systems","COMMON_INS",""
"PX4-drivers-17.2","The Inertial_Navigation_Systems may select DRIVERS_INS_VECTORNAV","R3","Inertial_Navigation_Systems","DRIVERS_INS_VECTORNAV",""
"PX4-drivers-18","The PX4_Drivers may select DRIVERS_IRLOCK","R3","PX4_Drivers","DRIVERS_IRLOCK",""
"PX4-drivers-19","The PX4_Drivers may select Lights","R3","PX4_Drivers","Lights",""
"PX4-drivers-19.1","The Lights may select COMMON_LIGHT","R3","Lights","COMMON_LIGHT",""
"PX4-drivers-19.2","The Lights may select DRIVERS_LIGHTS_NEOPIXEL","R3","Lights","DRIVERS_LIGHTS_NEOPIXEL",""
"PX4-drivers-19.3","The Lights may select DRIVERS_LIGHTS_RGBLED","R3","Lights","DRIVERS_LIGHTS_RGBLED",""
"PX4-drivers-19.4","The Lights may select DRIVERS_LIGHTS_RGBLED_IS31FL3195","R3","Lights","DRIVERS_LIGHTS_RGBLED_IS31FL3195",""
"PX4-drivers-19.5","The Lights may select DRIVERS_LIGHTS_RGBLED_LP5562","R3","Lights","DRIVERS_LIGHTS_RGBLED_LP5562",""
"PX4-drivers-19.6","The Lights may select DRIVERS_LIGHTS_RGBLED_NCP5623C","R3","Lights","DRIVERS_LIGHTS_RGBLED_NCP5623C",""
"PX4-drivers-19.7","The Lights may select DRIVERS_LIGHTS_RGBLED_PWM","R3","Lights","DRIVERS_LIGHTS_RGBLED_PWM",""
"PX4-drivers-20","The PX4_Drivers may select DRIVERS_LINUX_PWM_OUT","R3","PX4_Drivers","DRIVERS_LINUX_PWM_OUT",""
"PX4-drivers-21","The PX4_Drivers may select Magnetometer","R3","PX4_Drivers","Magnetometer",""
"PX4-drivers-21.1","The Magnetometer may select COMMON_MAGNETOMETER","R3","Magnetometer","COMMON_MAGNETOMETER",""
"PX4-drivers-21.2","The Magnetometer may select Magnetometer_AKM","R3","Magnetometer","Magnetometer_AKM",""
"PX4-drivers-21.2.1","The Magnetometer_AKM may select DRIVERS_MAGNETOMETER_AKM_AK09916","R3","Magnetometer_AKM","DRIVERS_MAGNETOMETER_AKM_AK09916",""
"PX4-drivers-21.2.2","The Magnetometer_AKM may select DRIVERS_MAGNETOMETER_AKM_AK8963","R3","Magnetometer_AKM","DRIVERS_MAGNETOMETER_AKM_AK8963",""
"PX4-drivers-21.3","The Magnetometer may select Magnetometer_Bosch","R3","Magnetometer","Magnetometer_Bosch",""
"PX4-drivers-21.3.1","The Magnetometer_Bosch may select DRIVERS_MAGNETOMETER_BOSCH_BMM150","R3","Magnetometer_Bosch","DRIVERS_MAGNETOMETER_BOSCH_BMM150",""
"PX4-drivers-21.4","The Magnetometer may select DRIVERS_MAGNETOMETER_HMC5883","R3","Magnetometer","DRIVERS_MAGNETOMETER_HMC5883",""
"PX4-drivers-21.5","The Magnetometer may select Magnetometer_Isentek","R3","Magnetometer","Magnetometer_Isentek",""
"PX4-drivers-21.5.1","The Magnetometer_Isentek may select DRIVERS_MAGNETOMETER_ISENTEK_IST8308","R3","Magnetometer_Isentek","DRIVERS_MAGNETOMETER_ISENTEK_IST8308",""
"PX4-drivers-21.5.2","The Magnetometer_Isentek may select DRIVERS_MAGNETOMETER_ISENTEK_IST8310","R3","Magnetometer_Isentek","DRIVERS_MAGNETOMETER_ISENTEK_IST8310",""
"PX4-drivers-21.6","The Magnetometer may select DRIVERS_MAGNETOMETER_LIS2MDL","R3","Magnetometer","DRIVERS_MAGNETOMETER_LIS2MDL",""
"PX4-drivers-21.7","The Magnetometer may select DRIVERS_MAGNETOMETER_LIS3MDL","R3","Magnetometer","DRIVERS_MAGNETOMETER_LIS3MDL",""
"PX4-drivers-21.8","The Magnetometer may select DRIVERS_MAGNETOMETER_LSM303AGR","R3","Magnetometer","DRIVERS_MAGNETOMETER_LSM303AGR",""
"PX4-drivers-21.9","The Magnetometer may select DRIVERS_MAGNETOMETER_LSM9DS1_MAG","R3","Magnetometer","DRIVERS_MAGNETOMETER_LSM9DS1_MAG",""
"PX4-drivers-21.10","The Magnetometer may select DRIVERS_MAGNETOMETER_QMC5883L","R3","Magnetometer","DRIVERS_MAGNETOMETER_QMC5883L",""
"PX4-drivers-21.11","The Magnetometer may select DRIVERS_MAGNETOMETER_RM3100","R3","Magnetometer","DRIVERS_MAGNETOMETER_RM3100",""
"PX4-drivers-21.12","The Magnetometer may select Magnetometer_Vtrantech","R3","Magnetometer","Magnetometer_Vtrantech",""
"PX4-drivers-21.12.1","The Magnetometer_Vtrantech may select DRIVERS_MAGNETOMETER_VTRANTECH_VCM1193L","R3","Magnetometer_Vtrantech","DRIVERS_MAGNETOMETER_VTRANTECH_VCM1193L",""
"PX4-drivers-22","The PX4_Drivers may select Optical_Flow","R3","PX4_Drivers","Optical_Flow",""
"PX4-drivers-22.1","The Optical_Flow may select COMMON_OPTICAL_FLOW","R3","Optical_Flow","COMMON_OPTICAL_FLOW",""
"PX4-drivers-22.2","The Optical_Flow may select DRIVERS_OPTICAL_FLOW_PAA3905","R3","Optical_Flow","DRIVERS_OPTICAL_FLOW_PAA3905",""
"PX4-drivers-22.3","The Optical_Flow may select DRIVERS_OPTICAL_FLOW_PAW3902","R3","Optical_Flow","DRIVERS_OPTICAL_FLOW_PAW3902",""
"PX4-drivers-22.4","The Optical_Flow may select DRIVERS_OPTICAL_FLOW_PMW3901","R3","Optical_Flow","DRIVERS_OPTICAL_FLOW_PMW3901",""
"PX4-drivers-22.5","The Optical_Flow may select DRIVERS_OPTICAL_FLOW_PX4FLOW","R3","Optical_Flow","DRIVERS_OPTICAL_FLOW_PX4FLOW",""
"PX4-drivers-22.6","The Optical_Flow may select DRIVERS_OPTICAL_FLOW_THONEFLOW","R3","Optical_Flow","DRIVERS_OPTICAL_FLOW_THONEFLOW",""
"PX4-drivers-23","The PX4_Drivers may select OSD","R3","PX4_Drivers","OSD",""
"PX4-drivers-23.1","The OSD may select COMMON_OSD","R3","OSD","COMMON_OSD",""
"PX4-drivers-23.2","The OSD may select DRIVERS_OSD_ATXXXX","R3","OSD","DRIVERS_OSD_ATXXXX",""
"PX4-drivers-23.3","The OSD may select DRIVERS_OSD_MSP_OSD","R3","OSD","DRIVERS_OSD_MSP_OSD",""
"PX4-drivers-23.3.1","The DRIVERS_OSD_MSP_OSD may select USER_MSP_OSD","R3","DRIVERS_OSD_MSP_OSD","USER_MSP_OSD",""
"PX4-drivers-24","The PX4_Drivers may select DRIVERS_PCA9685_PWM_OUT","R3","PX4_Drivers","DRIVERS_PCA9685_PWM_OUT",""
"PX4-drivers-24.1","The DRIVERS_PCA9685_PWM_OUT shall select one and only one of PCA9685_USE_EXTERNAL_CRYSTAL or PCA9685_USE_INTERNAL_CRYSTAL","R4","DRIVERS_PCA9685_PWM_OUT","PCA9685_USE_EXTERNAL_CRYSTAL, PCA9685_USE_INTERNAL_CRYSTAL",""
"PX4-drivers-24.1.1","The PCA9685_USE_EXTERNAL_CRYSTAL shall set PCA9685_EXTERNAL_CRYSTAL_FREQ_eq_25000000","R2","PCA9685_USE_EXTERNAL_CRYSTAL","PCA9685_EXTERNAL_CRYSTAL_FREQ_eq_25000000",""
"PX4-drivers-24.1.2","The PCA9685_USE_INTERNAL_CRYSTAL shall set PCA9685_INTERNAL_CRYSTAL_FREQ_eq_26075000","R2","PCA9685_USE_INTERNAL_CRYSTAL","PCA9685_INTERNAL_CRYSTAL_FREQ_eq_26075000",""
"PX4-drivers-25","The PX4_Drivers may select Power_Monitor","R3","PX4_Drivers","Power_Monitor",""
"PX4-drivers-25.1","The Power_Monitor may select DRIVERS_POWER_MONITOR_INA226","R3","Power_Monitor","DRIVERS_POWER_MONITOR_INA226",""
"PX4-drivers-25.2","The Power_Monitor may select DRIVERS_POWER_MONITOR_INA220","R3","Power_Monitor","DRIVERS_POWER_MONITOR_INA220",""
"PX4-drivers-25.3","The Power_Monitor may select DRIVERS_POWER_MONITOR_INA228","R3","Power_Monitor","DRIVERS_POWER_MONITOR_INA228",""
"PX4-drivers-25.4","The Power_Monitor may select DRIVERS_POWER_MONITOR_INA238","R3","Power_Monitor","DRIVERS_POWER_MONITOR_INA238",""
"PX4-drivers-25.5","The Power_Monitor may select DRIVERS_POWER_MONITOR_PM_SELECTOR_AUTERION","R3","Power_Monitor","DRIVERS_POWER_MONITOR_PM_SELECTOR_AUTERION",""
"PX4-drivers-25.6","The Power_Monitor may select DRIVERS_POWER_MONITOR_VOXLPM","R3","Power_Monitor","DRIVERS_POWER_MONITOR_VOXLPM",""
"PX4-drivers-26","The PX4_Drivers may select DRIVERS_PPS_CAPTURE","R3","PX4_Drivers","DRIVERS_PPS_CAPTURE",""
"PX4-drivers-27","The PX4_Drivers may select DRIVERS_PWM_INPUT","R3","PX4_Drivers","DRIVERS_PWM_INPUT",""
"PX4-drivers-28","The PX4_Drivers may select DRIVERS_PWM_OUT","R3","PX4_Drivers","DRIVERS_PWM_OUT",""
"PX4-drivers-29","The PX4_Drivers may select DRIVERS_PX4IO","R3","PX4_Drivers","DRIVERS_PX4IO",""
"PX4-drivers-30","The PX4_Drivers may select QShell","R3","PX4_Drivers","QShell",""
"PX4-drivers-30.1","The QShell may select DRIVERS_QSHELL_POSIX","R3","QShell","DRIVERS_QSHELL_POSIX",""
"PX4-drivers-30.2","The QShell may select DRIVERS_QSHELL_QURT","R3","QShell","DRIVERS_QSHELL_QURT",""
"PX4-drivers-31","The PX4_Drivers may select RC","R3","PX4_Drivers","RC",""
"PX4-drivers-31.1","The RC may select COMMON_RC","R3","RC","COMMON_RC",""
"PX4-drivers-31.2","The RC may select DRIVERS_RC_CRSF_RC","R3","RC","DRIVERS_RC_CRSF_RC",""
"PX4-drivers-32","The PX4_Drivers may select DRIVERS_RC_INPUT","R3","PX4_Drivers","DRIVERS_RC_INPUT",""
"PX4-drivers-33","The PX4_Drivers may select DRIVERS_ROBOCLAW","R3","PX4_Drivers","DRIVERS_ROBOCLAW",""
"PX4-drivers-34","The PX4_Drivers may select DRIVERS_RPI_RC_IN","R3","PX4_Drivers","DRIVERS_RPI_RC_IN",""
"PX4-drivers-35","The PX4_Drivers may select RPM","R3","PX4_Drivers","RPM",""
"PX4-drivers-35.1","The RPM may select COMMON_RPM","R3","RPM","COMMON_RPM",""
"PX4-drivers-35.2","The RPM may select DRIVERS_RPM_PCF8583","R3","RPM","DRIVERS_RPM_PCF8583",""
"PX4-drivers-35.3","The RPM may select DRIVERS_RPM_RPM_SIMULATOR","R3","RPM","DRIVERS_RPM_RPM_SIMULATOR",""
"PX4-drivers-36","The PX4_Drivers may select DRIVERS_SAFETY_BUTTON","R3","PX4_Drivers","DRIVERS_SAFETY_BUTTON",""
"PX4-drivers-37","The PX4_Drivers may select Smart_Battery","R3","PX4_Drivers","Smart_Battery",""
"PX4-drivers-37.1","The Smart_Battery may select DRIVERS_SMART_BATTERY_BATMON","R3","Smart_Battery","DRIVERS_SMART_BATTERY_BATMON",""
"PX4-drivers-38","The PX4_Drivers may select Stub_Keystore_Configuration","R3","PX4_Drivers","Stub_Keystore_Configuration",""
"PX4-drivers-38.1","The Stub_Keystore_Configuration may select DRIVERS_STUB_KEYSTORE","R3","Stub_Keystore_Configuration","DRIVERS_STUB_KEYSTORE",""
"PX4-drivers-38.1.1","The DRIVERS_STUB_KEYSTORE may select PUBLIC_KEY0_eq__dot__dot__slash__dot__dot__slash__dot__dot__slash_Tools_slash_test_keys_slash_key0_dot_pub","R3","DRIVERS_STUB_KEYSTORE","PUBLIC_KEY0_eq__dot__dot__slash__dot__dot__slash__dot__dot__slash_Tools_slash_test_keys_slash_key0_dot_pub",""
"PX4-drivers-38.1.2","The DRIVERS_STUB_KEYSTORE may select PUBLIC_KEY1_eq__dot__dot__slash__dot__dot__slash__dot__dot__slash_Tools_slash_test_keys_slash_rsa2048_dot_pub","R3","DRIVERS_STUB_KEYSTORE","PUBLIC_KEY1_eq__dot__dot__slash__dot__dot__slash__dot__dot__slash_Tools_slash_test_keys_slash_rsa2048_dot_pub",""
"PX4-drivers-38.1.3","The DRIVERS_STUB_KEYSTORE may select PUBLIC_KEY2_eq_None","R3","DRIVERS_STUB_KEYSTORE","PUBLIC_KEY2_eq_None",""
"PX4-drivers-38.1.4","The DRIVERS_STUB_KEYSTORE may select PUBLIC_KEY3_eq_None","R3","DRIVERS_STUB_KEYSTORE","PUBLIC_KEY3_eq_None",""
"PX4-drivers-39","The PX4_Drivers may select DRIVERS_SW_CRYPTO","R3","PX4_Drivers","DRIVERS_SW_CRYPTO",""
